1x1x1   	1	-171.9573995
2x2x2   	1	-172.38857735
4x4x4   	4	-172.28428393
6x6x6   	10	-172.28069746
8x8x8   	20	-172.28034752
10X10X10	35	-172.28029933
12x12x12	56	-172.28031394
13x13x13	84	-172.28031304
14X14X14	84	-172.28031479
15x15x15	120	-172.2803146
16x16x16	120	-172.28031445
18X18X18	165	-172.28031445
20x20x20	220	-172.28031434
21x21x21	286	-172.28031458
22x22x22	286	-172.28031449
24x24x24	364	-172.28031425
